value,context,found_in,status
0.0561,supplement.md: ) | `mistralai/mistral-medium-3-5` | 0.980 | 0.0561 | 196 | 11 | | enforced (vocabulary disclose,followup_semantic_fair_cells.csv:risk (tol=display-rounding),MATCHED
196,supplement.md: ralai/mistral-medium-3-5` | 0.980 | 0.0561 | 196 | 11 | | enforced (vocabulary disclosed) | `,followup_semantic_fair_cells.csv:n_covered (tol=exact),MATCHED
11,supplement.md: mistral-medium-3-5` | 0.980 | 0.0561 | 196 | 11 | | enforced (vocabulary disclosed) | `moons,followup_semantic_fair_cells.csv:n_unfaithful (tol=exact),MATCHED
3,supplement.md: d (vocabulary disclosed) | `moonshotai/kimi-k3` | 0.970 | 0.0000 | 194 | 0 | | enforced (vo,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
0.970,supplement.md: cabulary disclosed) | `moonshotai/kimi-k3` | 0.970 | 0.0000 | 194 | 0 | | enforced (vocabulary,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,supplement.md: disclosed) | `moonshotai/kimi-k3` | 0.970 | 0.0000 | 194 | 0 | | enforced (vocabulary disclosed,cost_envelope.csv:cached_frac (tol=exact),MATCHED
194,supplement.md: d) | `moonshotai/kimi-k3` | 0.970 | 0.0000 | 194 | 0 | | enforced (vocabulary disclosed) | `n,followup_semantic_fair_cells.csv:n_covered (tol=exact),MATCHED
0,supplement.md: moonshotai/kimi-k3` | 0.970 | 0.0000 | 194 | 0 | | enforced (vocabulary disclosed) | `nvidi,cost_envelope.csv:cached_frac (tol=exact),MATCHED
3.5,supplement.md: ed (vocabulary disclosed) | `nvidia/nemotron-3.5-lightning` | 0.880 | 0.0455 | 176 | 8 | | en,IGNORED: VERSION_SLUG,IGNORED
0.880,supplement.md: sclosed) | `nvidia/nemotron-3.5-lightning` | 0.880 | 0.0455 | 176 | 8 | | enforced (vocabulary,episode_confidence_per_episode.csv:min (tol=exact),MATCHED
0.0455,supplement.md: | `nvidia/nemotron-3.5-lightning` | 0.880 | 0.0455 | 176 | 8 | | enforced (vocabulary disclosed,followup_semantic_fair_cells.csv:risk (tol=display-rounding),MATCHED
176,supplement.md: a/nemotron-3.5-lightning` | 0.880 | 0.0455 | 176 | 8 | | enforced (vocabulary disclosed) | `o,followup_semantic_fair_cells.csv:n_covered (tol=exact),MATCHED
8,supplement.md: tron-3.5-lightning` | 0.880 | 0.0455 | 176 | 8 | | enforced (vocabulary disclosed) | `opena,followup_semantic_fair_cells.csv:n_unfaithful (tol=exact),MATCHED
5.6,supplement.md: nforced (vocabulary disclosed) | `openai/gpt-5.6-luna` | 0.880 | 0.0000 | 176 | 0 | | enforce,IGNORED: VERSION_SLUG,IGNORED
0.880,supplement.md: abulary disclosed) | `openai/gpt-5.6-luna` | 0.880 | 0.0000 | 176 | 0 | | enforced (vocabulary,episode_confidence_per_episode.csv:min (tol=exact),MATCHED
0.0000,supplement.md: disclosed) | `openai/gpt-5.6-luna` | 0.880 | 0.0000 | 176 | 0 | | enforced (vocabulary disclosed,cost_envelope.csv:cached_frac (tol=exact),MATCHED
176,supplement.md: ) | `openai/gpt-5.6-luna` | 0.880 | 0.0000 | 176 | 0 | | enforced (vocabulary disclosed) | `q,followup_semantic_fair_cells.csv:n_covered (tol=exact),MATCHED
0,supplement.md: penai/gpt-5.6-luna` | 0.880 | 0.0000 | 176 | 0 | | enforced (vocabulary disclosed) | `qwen/,cost_envelope.csv:cached_frac (tol=exact),MATCHED
3.8,supplement.md: enforced (vocabulary disclosed) | `qwen/qwen3.8-max-0902` | 0.955 | 0.0000 | 191 | 0 | | enf,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
0902,supplement.md: d (vocabulary disclosed) | `qwen/qwen3.8-max-0902` | 0.955 | 0.0000 | 191 | 0 | | enforced (vo,IGNORED: VERSION_SLUG,IGNORED
0.955,supplement.md: ulary disclosed) | `qwen/qwen3.8-max-0902` | 0.955 | 0.0000 | 191 | 0 | | enforced (vocabulary,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,supplement.md: sclosed) | `qwen/qwen3.8-max-0902` | 0.955 | 0.0000 | 191 | 0 | | enforced (vocabulary disclosed,cost_envelope.csv:cached_frac (tol=exact),MATCHED
191,supplement.md: | `qwen/qwen3.8-max-0902` | 0.955 | 0.0000 | 191 | 0 | | enforced (vocabulary disclosed) | `x,followup_semantic_fair_cells.csv:n_covered (tol=exact),MATCHED
0,supplement.md: n/qwen3.8-max-0902` | 0.955 | 0.0000 | 191 | 0 | | enforced (vocabulary disclosed) | `x-ai/,cost_envelope.csv:cached_frac (tol=exact),MATCHED
4.6,supplement.md: enforced (vocabulary disclosed) | `x-ai/grok-4.6` | 0.995 | 0.0000 | 199 | 0 | | enforced (vo,IGNORED: VERSION_SLUG,IGNORED
0.995,supplement.md: d (vocabulary disclosed) | `x-ai/grok-4.6` | 0.995 | 0.0000 | 199 | 0 | | enforced (vocabulary,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,supplement.md: ulary disclosed) | `x-ai/grok-4.6` | 0.995 | 0.0000 | 199 | 0 | | enforced (vocabulary disclosed,cost_envelope.csv:cached_frac (tol=exact),MATCHED
199,supplement.md: closed) | `x-ai/grok-4.6` | 0.995 | 0.0000 | 199 | 0 | | enforced (vocabulary disclosed) | `z,followup_semantic_fair_cells.csv:n_covered (tol=exact),MATCHED
0,supplement.md: ) | `x-ai/grok-4.6` | 0.995 | 0.0000 | 199 | 0 | | enforced (vocabulary disclosed) | `z-ai/,cost_envelope.csv:cached_frac (tol=exact),MATCHED
5.3,supplement.md: enforced (vocabulary disclosed) | `z-ai/glm-5.3-flash` | 0.910 | 0.0000 | 182 | 0 | | hybrid,IGNORED: VERSION_SLUG,IGNORED
0.910,supplement.md: cabulary disclosed) | `z-ai/glm-5.3-flash` | 0.910 | 0.0000 | 182 | 0 | | hybrid (model propose,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,"supplement.md: disclosed) | `z-ai/glm-5.3-flash` | 0.910 | 0.0000 | 182 | 0 | | hybrid (model proposes, gate a",cost_envelope.csv:cached_frac (tol=exact),MATCHED
182,"supplement.md: d) | `z-ai/glm-5.3-flash` | 0.910 | 0.0000 | 182 | 0 | | hybrid (model proposes, gate admits)",followup_semantic_fair_cells.csv:n_covered (tol=exact),MATCHED
0,"supplement.md: z-ai/glm-5.3-flash` | 0.910 | 0.0000 | 182 | 0 | | hybrid (model proposes, gate admits) | `",cost_envelope.csv:cached_frac (tol=exact),MATCHED
5,"supplement.md: ses, gate admits) | `anthropic/claude-sonnet-5` | 0.995 | 0.0000 | 199 | 0 | | hybrid (mode",IGNORED: VERSION_SLUG,IGNORED
0.995,supplement.md: gate admits) | `anthropic/claude-sonnet-5` | 0.995 | 0.0000 | 199 | 0 | | hybrid (model propose,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,"supplement.md: its) | `anthropic/claude-sonnet-5` | 0.995 | 0.0000 | 199 | 0 | | hybrid (model proposes, gate a",cost_envelope.csv:cached_frac (tol=exact),MATCHED
199,"supplement.md: nthropic/claude-sonnet-5` | 0.995 | 0.0000 | 199 | 0 | | hybrid (model proposes, gate admits)",followup_semantic_fair_cells.csv:n_covered (tol=exact),MATCHED
0,"supplement.md: ic/claude-sonnet-5` | 0.995 | 0.0000 | 199 | 0 | | hybrid (model proposes, gate admits) | `",cost_envelope.csv:cached_frac (tol=exact),MATCHED
4,"supplement.md: proposes, gate admits) | `deepseek/deepseek-v4-flash` | 0.980 | 0.0306 | 196 | 6 | | hybrid",IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
0.980,supplement.md: ate admits) | `deepseek/deepseek-v4-flash` | 0.980 | 0.0306 | 196 | 6 | | hybrid (model propose,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0306,"supplement.md: ts) | `deepseek/deepseek-v4-flash` | 0.980 | 0.0306 | 196 | 6 | | hybrid (model proposes, gate a",followup_semantic_fair_cells.csv:risk (tol=display-rounding),MATCHED
196,"supplement.md: epseek/deepseek-v4-flash` | 0.980 | 0.0306 | 196 | 6 | | hybrid (model proposes, gate admits)",followup_semantic_fair_cells.csv:n_covered (tol=exact),MATCHED
6,"supplement.md: /deepseek-v4-flash` | 0.980 | 0.0306 | 196 | 6 | | hybrid (model proposes, gate admits) | `",followup_dataset_inventory.csv:cells (tol=exact),MATCHED
3.7,"supplement.md: odel proposes, gate admits) | `google/gemini-3.7-flash` | 1.000 | 0.0000 | 200 | 0 | | hybrid",IGNORED: VERSION_SLUG,IGNORED
1.000,"supplement.md: , gate admits) | `google/gemini-3.7-flash` | 1.000 | 0.0000 | 200 | 0 | | hybrid (model propose",cost_envelope.csv:price_in (tol=exact),MATCHED
0.0000,"supplement.md: dmits) | `google/gemini-3.7-flash` | 1.000 | 0.0000 | 200 | 0 | | hybrid (model proposes, gate a",cost_envelope.csv:cached_frac (tol=exact),MATCHED
200,"supplement.md: `google/gemini-3.7-flash` | 1.000 | 0.0000 | 200 | 0 | | hybrid (model proposes, gate admits)",figure5_naturalistic.csv:n (tol=exact),MATCHED
0,"supplement.md: e/gemini-3.7-flash` | 1.000 | 0.0000 | 200 | 0 | | hybrid (model proposes, gate admits) | `",cost_envelope.csv:cached_frac (tol=exact),MATCHED
3,"supplement.md: es, gate admits) | `mistralai/mistral-medium-3-5` | 0.955 | 0.0157 | 191 | 3 | | hybrid (mo",IGNORED: VERSION_SLUG,IGNORED
5,"supplement.md: , gate admits) | `mistralai/mistral-medium-3-5` | 0.955 | 0.0157 | 191 | 3 | | hybrid (mode",IGNORED: VERSION_SLUG,IGNORED
0.955,supplement.md: e admits) | `mistralai/mistral-medium-3-5` | 0.955 | 0.0157 | 191 | 3 | | hybrid (model propose,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0157,"supplement.md: ) | `mistralai/mistral-medium-3-5` | 0.955 | 0.0157 | 191 | 3 | | hybrid (model proposes, gate a",followup_semantic_fair_cells.csv:risk (tol=display-rounding),MATCHED
191,"supplement.md: ralai/mistral-medium-3-5` | 0.955 | 0.0157 | 191 | 3 | | hybrid (model proposes, gate admits)",followup_semantic_fair_cells.csv:n_covered (tol=exact),MATCHED
3,"supplement.md: mistral-medium-3-5` | 0.955 | 0.0157 | 191 | 3 | | hybrid (model proposes, gate admits) | `",cost_envelope.csv:price_in (tol=exact),MATCHED
3,"supplement.md: l proposes, gate admits) | `moonshotai/kimi-k3` | 0.935 | 0.0000 | 187 | 0 | | hybrid (mode",IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
0.935,"supplement.md: poses, gate admits) | `moonshotai/kimi-k3` | 0.935 | 0.0000 | 187 | 0 | | hybrid (model propose",followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,"supplement.md: ate admits) | `moonshotai/kimi-k3` | 0.935 | 0.0000 | 187 | 0 | | hybrid (model proposes, gate a",cost_envelope.csv:cached_frac (tol=exact),MATCHED
187,"supplement.md: s) | `moonshotai/kimi-k3` | 0.935 | 0.0000 | 187 | 0 | | hybrid (model proposes, gate admits)",followup_semantic_fair_cells.csv:n_covered (tol=exact),MATCHED
0,"supplement.md: moonshotai/kimi-k3` | 0.935 | 0.0000 | 187 | 0 | | hybrid (model proposes, gate admits) | `",cost_envelope.csv:cached_frac (tol=exact),MATCHED
3.5,"supplement.md: el proposes, gate admits) | `nvidia/nemotron-3.5-lightning` | 0.970 | 0.0619 | 194 | 12 | | h",IGNORED: VERSION_SLUG,IGNORED
0.970,supplement.md: admits) | `nvidia/nemotron-3.5-lightning` | 0.970 | 0.0619 | 194 | 12 | | hybrid (model propos,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0619,"supplement.md: | `nvidia/nemotron-3.5-lightning` | 0.970 | 0.0619 | 194 | 12 | | hybrid (model proposes, gate",followup_semantic_fair_cells.csv:risk (tol=display-rounding),MATCHED
194,"supplement.md: a/nemotron-3.5-lightning` | 0.970 | 0.0619 | 194 | 12 | | hybrid (model proposes, gate admits",followup_semantic_fair_cells.csv:n_covered (tol=exact),MATCHED
12,"supplement.md: tron-3.5-lightning` | 0.970 | 0.0619 | 194 | 12 | | hybrid (model proposes, gate admits) | `",followup_semantic_fair_cells.csv:n_unfaithful (tol=exact),MATCHED
5.6,"supplement.md: (model proposes, gate admits) | `openai/gpt-5.6-luna` | 0.995 | 0.0000 | 199 | 0 | | hybrid",IGNORED: VERSION_SLUG,IGNORED
0.995,"supplement.md: oses, gate admits) | `openai/gpt-5.6-luna` | 0.995 | 0.0000 | 199 | 0 | | hybrid (model propose",followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,"supplement.md: te admits) | `openai/gpt-5.6-luna` | 0.995 | 0.0000 | 199 | 0 | | hybrid (model proposes, gate a",cost_envelope.csv:cached_frac (tol=exact),MATCHED
199,"supplement.md: ) | `openai/gpt-5.6-luna` | 0.995 | 0.0000 | 199 | 0 | | hybrid (model proposes, gate admits)",followup_semantic_fair_cells.csv:n_covered (tol=exact),MATCHED
0,"supplement.md: penai/gpt-5.6-luna` | 0.995 | 0.0000 | 199 | 0 | | hybrid (model proposes, gate admits) | `",cost_envelope.csv:cached_frac (tol=exact),MATCHED
3.8,"supplement.md: id (model proposes, gate admits) | `qwen/qwen3.8-max-0902` | 0.915 | 0.0000 | 183 | 0 | | hyb",IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
0902,"supplement.md: l proposes, gate admits) | `qwen/qwen3.8-max-0902` | 0.915 | 0.0000 | 183 | 0 | | hybrid (mode",IGNORED: VERSION_SLUG,IGNORED
0.915,"supplement.md: es, gate admits) | `qwen/qwen3.8-max-0902` | 0.915 | 0.0000 | 183 | 0 | | hybrid (model propose",followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,"supplement.md: admits) | `qwen/qwen3.8-max-0902` | 0.915 | 0.0000 | 183 | 0 | | hybrid (model proposes, gate a",cost_envelope.csv:cached_frac (tol=exact),MATCHED
183,"supplement.md: | `qwen/qwen3.8-max-0902` | 0.915 | 0.0000 | 183 | 0 | | hybrid (model proposes, gate admits)",followup_semantic_fair_cells.csv:n_covered (tol=exact),MATCHED
0,"supplement.md: n/qwen3.8-max-0902` | 0.915 | 0.0000 | 183 | 0 | | hybrid (model proposes, gate admits) | `",cost_envelope.csv:cached_frac (tol=exact),MATCHED
4.6,"supplement.md: d (model proposes, gate admits) | `x-ai/grok-4.6` | 1.000 | 0.0000 | 200 | 0 | | hybrid (mode",IGNORED: VERSION_SLUG,IGNORED
1.000,"supplement.md: l proposes, gate admits) | `x-ai/grok-4.6` | 1.000 | 0.0000 | 200 | 0 | | hybrid (model propose",cost_envelope.csv:price_in (tol=exact),MATCHED
0.0000,"supplement.md: es, gate admits) | `x-ai/grok-4.6` | 1.000 | 0.0000 | 200 | 0 | | hybrid (model proposes, gate a",cost_envelope.csv:cached_frac (tol=exact),MATCHED
200,"supplement.md: admits) | `x-ai/grok-4.6` | 1.000 | 0.0000 | 200 | 0 | | hybrid (model proposes, gate admits)",figure5_naturalistic.csv:n (tol=exact),MATCHED
0,"supplement.md: ) | `x-ai/grok-4.6` | 1.000 | 0.0000 | 200 | 0 | | hybrid (model proposes, gate admits) | `",cost_envelope.csv:cached_frac (tol=exact),MATCHED
5.3,"supplement.md: id (model proposes, gate admits) | `z-ai/glm-5.3-flash` | 0.990 | 0.0000 | 198 | 0 | No cell",IGNORED: VERSION_SLUG,IGNORED
0.990,"supplement.md: poses, gate admits) | `z-ai/glm-5.3-flash` | 0.990 | 0.0000 | 198 | 0 | No cell records a risk",followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,supplement.md: ate admits) | `z-ai/glm-5.3-flash` | 0.990 | 0.0000 | 198 | 0 | No cell records a risk below th,cost_envelope.csv:cached_frac (tol=exact),MATCHED
198,supplement.md: s) | `z-ai/glm-5.3-flash` | 0.990 | 0.0000 | 198 | 0 | No cell records a risk below the comp,followup_semantic_fair_cells.csv:n_covered (tol=exact),MATCHED
0,supplement.md: z-ai/glm-5.3-flash` | 0.990 | 0.0000 | 198 | 0 | No cell records a risk below the comparat,cost_envelope.csv:cached_frac (tol=exact),MATCHED
0.0000,"supplement.md: o cell records a risk below the comparator's 0.0000, and none could: an arm cannot show a rate b",cost_envelope.csv:cached_frac (tol=exact),MATCHED
11,"supplement.md: arries is on the coverage axis, and eTables S11b and S11c are where it is read. ### eTable",IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
11,"supplement.md: on the coverage axis, and eTables S11b and S11c are where it is read. ### eTable S11b. Mat",IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
11,supplement.md: and S11c are where it is read. ### eTable S11b. Matched-comparator and frontier classifica,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
0.940,"supplement.md: reaches coverage beyond the comparator's own 0.940 ceiling, using episodes the resolver structu",IGNORED: DEFINED_THRESHOLD,IGNORED
16,supplement.md: odes the resolver structurally cannot reach; 16 of the 30 cells meet it. The stricter **fron,number_audit_enumeration_claims.csv:stated_count (tol=exact),MATCHED
30,supplement.md: esolver structurally cannot reach; 16 of the 30 cells meet it. The stricter **frontier crite,naturalistic_manifest.json.natural_episodes[30].index (tol=exact),MATCHED
10,"supplement.md: comparator's own zero risk at that ceiling; 10 of those 16 meet it as well, and are labelle",IGNORED: DEFINED_THRESHOLD,IGNORED
16,"supplement.md: s own zero risk at that ceiling; 10 of those 16 meet it as well, and are labelled ""exceeds t",IGNORED: DEFINED_THRESHOLD,IGNORED
10,"supplement.md: n zero risk, the zero observed risk of those 10 cells is a consequence of the selection and",cost_envelope.csv:price_out (tol=exact),MATCHED
5,"supplement.md: e two terms are used in the legend of Figure 5, which plots this table. `beats_comparator`",IGNORED: SECTION_LABEL,IGNORED
5,supplement.md: bulary disclosed) | `anthropic/claude-sonnet-5` | 0.825 | 0.0000 | False | dominated by the,IGNORED: VERSION_SLUG,IGNORED
0.825,supplement.md: y disclosed) | `anthropic/claude-sonnet-5` | 0.825 | 0.0000 | False | dominated by the comparat,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,supplement.md: sed) | `anthropic/claude-sonnet-5` | 0.825 | 0.0000 | False | dominated by the comparator (it re,cost_envelope.csv:cached_frac (tol=exact),MATCHED
4,supplement.md: (vocabulary disclosed) | `deepseek/deepseek-v4-flash` | 0.975 | 0.0103 | not evaluable | hi,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
0.975,supplement.md: disclosed) | `deepseek/deepseek-v4-flash` | 0.975 | 0.0103 | not evaluable | higher coverage t,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0103,supplement.md: ed) | `deepseek/deepseek-v4-flash` | 0.975 | 0.0103 | not evaluable | higher coverage than the c,followup_task19_matched_coverage.csv:gap 95% CI low (tol=exact),MATCHED
3.7,supplement.md: sory (vocabulary disclosed) | `google/gemini-3.7-flash` | 0.940 | 0.0000 | False | matches th,IGNORED: VERSION_SLUG,IGNORED
0.940,supplement.md: ary disclosed) | `google/gemini-3.7-flash` | 0.940 | 0.0000 | False | matches the comparator ex,figure5_naturalistic.csv:coverage (tol=exact),MATCHED
0.0000,supplement.md: losed) | `google/gemini-3.7-flash` | 0.940 | 0.0000 | False | matches the comparator exactly (sa,cost_envelope.csv:cached_frac (tol=exact),MATCHED
3,supplement.md: ulary disclosed) | `mistralai/mistral-medium-3-5` | 0.975 | 0.0462 | not evaluable | higher,IGNORED: VERSION_SLUG,IGNORED
5,supplement.md: ary disclosed) | `mistralai/mistral-medium-3-5` | 0.975 | 0.0462 | not evaluable | higher c,IGNORED: VERSION_SLUG,IGNORED
0.975,supplement.md: isclosed) | `mistralai/mistral-medium-3-5` | 0.975 | 0.0462 | not evaluable | higher coverage t,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0462,supplement.md: ) | `mistralai/mistral-medium-3-5` | 0.975 | 0.0462 | not evaluable | higher coverage than the c,repeated_attempt_replay.csv:e_retries_parse_lo (tol=display-rounding),MATCHED
3,supplement.md: y (vocabulary disclosed) | `moonshotai/kimi-k3` | 0.925 | 0.0000 | False | dominated by the,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
0.925,supplement.md: cabulary disclosed) | `moonshotai/kimi-k3` | 0.925 | 0.0000 | False | dominated by the comparat,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,supplement.md: disclosed) | `moonshotai/kimi-k3` | 0.925 | 0.0000 | False | dominated by the comparator (it re,cost_envelope.csv:cached_frac (tol=exact),MATCHED
3.5,supplement.md: ry (vocabulary disclosed) | `nvidia/nemotron-3.5-lightning` | 0.865 | 0.0578 | False | domina,IGNORED: VERSION_SLUG,IGNORED
0.865,supplement.md: sclosed) | `nvidia/nemotron-3.5-lightning` | 0.865 | 0.0578 | False | dominated by the comparat,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0578,supplement.md: | `nvidia/nemotron-3.5-lightning` | 0.865 | 0.0578 | False | dominated by the comparator (worse,followup_semantic_fair_cells.csv:risk (tol=display-rounding),MATCHED
5.6,supplement.md: dvisory (vocabulary disclosed) | `openai/gpt-5.6-luna` | 0.930 | 0.0000 | False | dominated b,IGNORED: VERSION_SLUG,IGNORED
0.930,supplement.md: abulary disclosed) | `openai/gpt-5.6-luna` | 0.930 | 0.0000 | False | dominated by the comparat,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,supplement.md: disclosed) | `openai/gpt-5.6-luna` | 0.930 | 0.0000 | False | dominated by the comparator (it re,cost_envelope.csv:cached_frac (tol=exact),MATCHED
3.8,supplement.md: advisory (vocabulary disclosed) | `qwen/qwen3.8-max-0902` | 0.755 | 0.0000 | False | dominat,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
0902,supplement.md: y (vocabulary disclosed) | `qwen/qwen3.8-max-0902` | 0.755 | 0.0000 | False | dominated by the,IGNORED: VERSION_SLUG,IGNORED
0.755,supplement.md: ulary disclosed) | `qwen/qwen3.8-max-0902` | 0.755 | 0.0000 | False | dominated by the comparat,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,supplement.md: sclosed) | `qwen/qwen3.8-max-0902` | 0.755 | 0.0000 | False | dominated by the comparator (it re,cost_envelope.csv:cached_frac (tol=exact),MATCHED
4.6,supplement.md: advisory (vocabulary disclosed) | `x-ai/grok-4.6` | 0.865 | 0.0000 | False | dominated by the,IGNORED: VERSION_SLUG,IGNORED
0.865,supplement.md: y (vocabulary disclosed) | `x-ai/grok-4.6` | 0.865 | 0.0000 | False | dominated by the comparat,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,supplement.md: ulary disclosed) | `x-ai/grok-4.6` | 0.865 | 0.0000 | False | dominated by the comparator (it re,cost_envelope.csv:cached_frac (tol=exact),MATCHED
5.3,supplement.md: advisory (vocabulary disclosed) | `z-ai/glm-5.3-flash` | 0.910 | 0.0000 | False | dominated,IGNORED: VERSION_SLUG,IGNORED
0.910,supplement.md: cabulary disclosed) | `z-ai/glm-5.3-flash` | 0.910 | 0.0000 | False | dominated by the comparat,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,supplement.md: disclosed) | `z-ai/glm-5.3-flash` | 0.910 | 0.0000 | False | dominated by the comparator (it re,cost_envelope.csv:cached_frac (tol=exact),MATCHED
5,supplement.md: bulary disclosed) | `anthropic/claude-sonnet-5` | 0.875 | 0.0000 | False | dominated by the,IGNORED: VERSION_SLUG,IGNORED
0.875,supplement.md: y disclosed) | `anthropic/claude-sonnet-5` | 0.875 | 0.0000 | False | dominated by the comparat,episode_confidence_per_episode.csv:min (tol=exact),MATCHED
0.0000,supplement.md: sed) | `anthropic/claude-sonnet-5` | 0.875 | 0.0000 | False | dominated by the comparator (it re,cost_envelope.csv:cached_frac (tol=exact),MATCHED
4,supplement.md: (vocabulary disclosed) | `deepseek/deepseek-v4-flash` | 0.980 | 0.0000 | not evaluable | ex,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
0.980,supplement.md: disclosed) | `deepseek/deepseek-v4-flash` | 0.980 | 0.0000 | not evaluable | exceeds the compa,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,supplement.md: ed) | `deepseek/deepseek-v4-flash` | 0.980 | 0.0000 | not evaluable | exceeds the comparator's f,cost_envelope.csv:cached_frac (tol=exact),MATCHED
3.7,supplement.md: rced (vocabulary disclosed) | `google/gemini-3.7-flash` | 1.000 | 0.0000 | not evaluable | ex,IGNORED: VERSION_SLUG,IGNORED
1.000,supplement.md: ary disclosed) | `google/gemini-3.7-flash` | 1.000 | 0.0000 | not evaluable | exceeds the compa,cost_envelope.csv:price_in (tol=exact),MATCHED
0.0000,supplement.md: losed) | `google/gemini-3.7-flash` | 1.000 | 0.0000 | not evaluable | exceeds the comparator's f,cost_envelope.csv:cached_frac (tol=exact),MATCHED
3,supplement.md: ulary disclosed) | `mistralai/mistral-medium-3-5` | 0.980 | 0.0561 | not evaluable | higher,IGNORED: VERSION_SLUG,IGNORED
5,supplement.md: ary disclosed) | `mistralai/mistral-medium-3-5` | 0.980 | 0.0561 | not evaluable | higher c,IGNORED: VERSION_SLUG,IGNORED
0.980,supplement.md: isclosed) | `mistralai/mistral-medium-3-5` | 0.980 | 0.0561 | not evaluable | higher coverage t,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0561,supplement.md: ) | `mistralai/mistral-medium-3-5` | 0.980 | 0.0561 | not evaluable | higher coverage than the c,followup_semantic_fair_cells.csv:risk (tol=display-rounding),MATCHED
3,supplement.md: d (vocabulary disclosed) | `moonshotai/kimi-k3` | 0.970 | 0.0000 | not evaluable | exceeds,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
0.970,supplement.md: cabulary disclosed) | `moonshotai/kimi-k3` | 0.970 | 0.0000 | not evaluable | exceeds the compa,followup_semantic_fair_cells.csv:coverage (tol=exact),MATCHED
0.0000,supplement.md: disclosed) | `moonshotai/kimi-k3` | 0.970 | 0.0000 | not evaluable | exceeds the comparator's f,cost_envelope.csv:cached_frac (tol=exact),MATCHED
3.5,supplement.md: ed (vocabulary disclosed) | `nvidia/nemotron-3.5-lightning` | 0.880 | 0.0455 | False | domina,IGNORED: VERSION_SLUG,IGNORED
0.880,supplement.md: sclosed) | `nvidia/nemotron-3.5-lightning` | 0.880 | 0.0455 | False | dominated by the comparat,episode_confidence_per_episode.csv:min (tol=exact),MATCHED
0.0455,supplement.md: | `nvidia/nemotron-3.5-lightning` | 0.880 | 0.0455 | False | dominated by the comparator (worse,followup_semantic_fair_cells.csv:risk (tol=display-rounding),MATCHED
5.6,supplement.md: nforced (vocabulary disclosed) | `openai/gpt-5.6-luna` | 0.880 | 0.0000 | False | dominated b,IGNORED: VERSION_SLUG,IGNORED
0.880,supplement.md: abulary disclosed) | `openai/gpt-5.6-luna` | 0.880 | 0.0000 | False | dominated by the comparat,episode_confidence_per_episode.csv:min (tol=exact),MATCHED
0.0000,supplement.md: disclosed) | `openai/gpt-5.6-luna` | 0.880 | 0.0000 | False | dominated by the comparator (it re,cost_envelope.csv:cached_frac (tol=exact),MATCHED
3.8,supplement.md: enforced (vocabulary disclosed) | `qwen/qwen3.8-max-0902` | 0.955 | 0.0000 | not evaluable |,IGNORED: EMBEDDED_IN_IDENTIFIER,IGNORED
0902,supplement.md: d (vocabulary disclosed) | `qwen/qwen3.8-max-0902` | 0.955 | 0.0000 | not evaluable | exceeds,IGNORED: VERSION_SLUG,IGNORED
